composition,formation_energy (eV/atom),mode_AtomicWeight,max_Electronegativity,avg_Electronegativity,dev_Electronegativity,sum_Electronegativity,mode_Row,mode_GSvolume_pa,mode_CovalentRadius,range_Electronegativity,avg_Column,dev_NpUnfilled,mode_MendeleevNumber,mode_MeltingT,mode_Number,min_CovalentRadius,dev_NpValence,min_MeltingT,mode_SpaceGroupNumber,sum_NpValence,mode_NValence,max_MendeleevNumber,dev_NdValence,avg_CovalentRadius,avg_NpValence,min_AtomicWeight,min_SpaceGroupNumber,min_GSvolume_pa,mode_Column,min_Number,sum_SpaceGroupNumber,mode_NpUnfilled,sum_MeltingT,mode_NpValence,avg_MeltingT,mode_NUnfilled,avg_SpaceGroupNumber,avg_NdValence,range_SpaceGroupNumber,sum_CovalentRadius,sum_Column,max_NpValence,dev_SpaceGroupNumber,max_Column,sum_NdValence,sum_GSbandgap,range_NpValence,avg_MendeleevNumber,sum_MendeleevNumber,dev_CovalentRadius,max_NValence,sum_NpUnfilled,range_Column,max_GSbandgap,range_GSbandgap,dev_Column,max_NdValence,max_MeltingT,dev_GSbandgap,range_NdValence
Ho1 Co1 O3,-2.631196851,15.9994,3.44,2.686,0.9048,13.43,2.0,9.105,66.0,2.21,12.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.24,103.20000000000002,2.4,15.9994,12.0,9.105,16.0,8.0,424.0,2.0,3679.4,4.0,735.88,2.0,84.80000000000001,1.4,182.0,516.0,60.0,4.0,87.36000000000001,16.0,7.0,0.0,4.0,70.4,352.0,44.64,13.0,6.0,13.0,0.0,0.0,4.800000000000001,7.0,1768.0,0.0,7.0
Ho1 Cr1 O3,-3.226728324,15.9994,3.44,2.6420000000000003,0.9576,13.21,2.0,9.105,66.0,2.21,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.6,105.8,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,4091.4,4.0,818.2800000000001,2.0,91.8,1.0,217.0,529.0,57.0,4.0,95.76,16.0,5.0,0.0,4.0,68.6,343.0,47.760000000000005,13.0,6.0,13.0,0.0,0.0,5.52,5.0,2180.0,0.0,5.0
Ho1 Ga3 Os1,-0.482699123,69.723,2.2,1.7720000000000002,0.2167999999999999,8.86,4.0,18.8575,122.0,0.9700000000000002,10.0,2.4000000000000004,74.0,302.91,31.0,122.0,0.48,302.91,64.0,3.0,13.0,74.0,3.3600000000000003,140.4,0.6,69.723,64.0,14.09,13.0,31.0,580.0,5.0,5961.73,1.0,1192.346,5.0,116.0,7.2,130.0,702.0,50.0,1.0,62.4,13.0,36.0,0.0,1.0,62.4,312.0,22.08,22.0,15.0,10.0,0.0,0.0,3.6,10.0,3306.0,0.0,10.0
Ho1 Ga3 Ru1,-0.583211192,69.723,2.2,1.7720000000000002,0.2167999999999999,8.86,4.0,18.8575,122.0,0.9700000000000002,10.0,2.4000000000000004,74.0,302.91,31.0,122.0,0.48,302.91,64.0,3.0,13.0,74.0,3.12,140.8,0.6,69.723,64.0,13.51,13.0,31.0,580.0,5.0,5262.73,1.0,1052.546,5.0,116.0,7.4,130.0,704.0,50.0,1.0,62.4,13.0,37.0,0.0,1.0,62.2,311.0,22.56,13.0,15.0,10.0,0.0,0.0,3.6,10.0,2607.0,0.0,10.0
Ho1 Mn1 O3,-3.068283038,15.9994,3.44,2.62,0.984,13.1,2.0,9.105,66.0,2.21,11.6,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.6,105.8,2.4,15.9994,12.0,9.105,16.0,8.0,447.0,2.0,3430.4,4.0,686.08,2.0,89.40000000000002,1.0,205.0,529.0,58.0,4.0,92.88,16.0,5.0,0.0,4.0,69.19999999999999,346.0,47.760000000000005,13.0,6.0,13.0,0.0,0.0,5.279999999999999,5.0,1747.0,0.0,5.0
Ho1 Ni1 Ge3,-0.56144398,72.64,2.01,1.834,0.2416000000000001,9.169999999999998,4.0,23.005,120.0,0.7799999999999998,11.0,1.92,79.0,1211.4,32.0,120.0,0.96,1211.4,225.0,6.0,14.0,79.0,3.04,135.2,1.2,58.6934,194.0,10.32,14.0,28.0,1094.0,4.0,7109.200000000001,2.0,1421.84,4.0,218.8,7.6,31.0,676.0,55.0,2.0,9.919999999999993,14.0,38.0,1.149,2.0,66.2,331.0,22.71999999999999,14.0,12.0,11.0,0.383,0.383,3.6,10.0,1747.0,0.18384,10.0
Ho1 Ni1 O3,-2.507236384,15.9994,3.44,2.692,0.8976,13.46,2.0,9.105,66.0,2.21,12.2,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.5600000000000005,102.8,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,3639.4,4.0,727.88,2.0,91.0,1.6,213.0,514.0,61.0,4.0,94.8,16.0,8.0,0.0,4.0,71.0,355.0,44.16,13.0,6.0,13.0,0.0,0.0,4.5600000000000005,8.0,1747.0,0.0,8.0
Ho1 Rh3 C1,-0.51355468,102.9055,2.55,2.124,0.3576000000000001,10.62,5.0,13.64,142.0,1.3199999999999998,8.8,1.2800000000000002,59.0,2237.0,45.0,76.0,0.6400000000000001,1747.0,225.0,2.0,9.0,77.0,3.84,138.8,0.4,12.0107,194.0,5.64,9.0,6.0,1063.0,0.0,12281.0,0.0,2456.2000000000003,3.0,212.6,4.8,31.0,694.0,44.0,2.0,14.879999999999995,14.0,24.0,4.496,2.0,57.4,287.0,25.119999999999997,13.0,4.0,11.0,4.496,4.496,2.3199999999999994,8.0,3823.0,1.43872,8.0
Ho1 Rh1 O3,-2.587439952,15.9994,3.44,2.766,0.8088,13.83,2.0,9.105,66.0,2.21,12.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.5600000000000005,106.4,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,4148.4,4.0,829.6800000000001,2.0,91.0,1.6,213.0,532.0,60.0,4.0,94.8,16.0,8.0,0.0,4.0,70.6,353.0,48.48,13.0,6.0,13.0,0.0,0.0,4.800000000000001,8.0,2237.0,0.0,8.0
Ho1 Ru3 C1,-0.22734074,101.07,2.55,2.076,0.3384,10.38,5.0,13.51,146.0,1.3199999999999998,8.200000000000001,1.2800000000000002,56.0,2607.0,44.0,76.0,0.6400000000000001,1747.0,194.0,2.0,8.0,77.0,3.3600000000000003,141.2,0.4,12.0107,194.0,5.64,8.0,6.0,970.0,0.0,13391.0,0.0,2678.2000000000003,4.0,194.0,4.2,0.0,706.0,41.0,2.0,0.0,14.0,21.0,4.496,2.0,55.6,278.0,26.08000000000001,13.0,4.0,11.0,4.496,4.496,2.3200000000000007,7.0,3823.0,1.43872,7.0
Ho1 Si3 Ir1,-0.770646865,28.0855,2.2,1.826,0.2383999999999999,9.13,3.0,20.44,111.0,0.9700000000000002,10.8,1.92,78.0,1687.0,14.0,111.0,0.96,1687.0,227.0,6.0,4.0,78.0,2.24,133.2,1.2,28.0855,194.0,14.21,14.0,14.0,1100.0,4.0,9547.0,2.0,1909.4,4.0,220.0,1.4,33.0,666.0,54.0,2.0,10.4,14.0,7.0,2.319,2.0,65.4,327.0,26.64,23.0,12.0,11.0,0.773,0.773,3.84,7.0,2739.0,0.37104,7.0
Ho1 V1 O3,-3.301341118,15.9994,3.44,2.636,0.9648,13.18,2.0,9.105,66.0,2.21,11.2,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.96,108.6,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,4094.4,4.0,818.88,2.0,91.8,0.6000000000000001,217.0,543.0,56.0,4.0,95.76,16.0,3.0,0.0,4.0,68.0,340.0,51.12,13.0,6.0,13.0,0.0,0.0,5.76,3.0,2183.0,0.0,3.0
I1 O1 F3,-1.648431501,18.9984032,3.98,3.608,0.4463999999999999,18.04,2.0,9.7075,57.0,1.3199999999999998,16.8,0.3200000000000001,93.0,53.5,9.0,57.0,0.3200000000000001,53.5,15.0,24.0,7.0,96.0,3.2,75.19999999999999,4.8,15.9994,12.0,9.105,17.0,8.0,121.0,1.0,602.1500000000001,5.0,120.43,1.0,24.200000000000003,2.0,52.0,376.0,84.0,5.0,15.920000000000002,17.0,10.0,6.972,1.0,92.4,462.0,25.52,17.0,6.0,1.0,1.97,1.97,0.3199999999999995,10.0,386.85,0.69072,10.0
In1 B1 O3,-2.458591821,15.9994,3.44,2.8280000000000003,0.7343999999999999,14.14,2.0,9.105,66.0,1.66,14.8,1.44,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,3.2,84.80000000000001,2.8,10.811,12.0,7.1725,16.0,5.0,341.0,2.0,2942.15,4.0,588.4300000000001,2.0,68.2,2.0,154.0,424.0,74.0,4.0,67.44,16.0,10.0,1.524,3.0,81.6,408.0,22.88000000000001,13.0,16.0,3.0,1.524,1.524,1.44,10.0,2348.0,0.48768,10.0
In1 Ga1 S3,-0.779560963,32.065,2.58,2.266,0.3768,11.33,3.0,25.786875,105.0,0.8,14.8,1.44,88.0,388.36,16.0,105.0,1.44,302.91,70.0,14.0,6.0,88.0,4.800000000000001,115.8,2.8,32.065,64.0,18.8575,16.0,16.0,413.0,2.0,1897.74,4.0,379.548,2.0,82.6,4.0,75.0,579.0,74.0,4.0,22.559999999999995,16.0,20.0,6.606,3.0,82.6,413.0,12.960000000000004,13.0,16.0,3.0,2.202,2.202,1.44,10.0,429.75,1.05696,10.0
In1 Ga1 Se3,-0.705555897,78.96,2.55,2.248,0.3623999999999999,11.239999999999998,4.0,25.92,120.0,0.7699999999999998,14.8,1.44,89.0,494.0,34.0,120.0,1.44,302.91,14.0,14.0,16.0,89.0,0.0,124.8,2.8,69.723,14.0,18.8575,16.0,31.0,245.0,2.0,2214.66,4.0,442.932,2.0,49.0,10.0,125.0,624.0,74.0,4.0,42.0,16.0,50.0,2.397,3.0,83.2,416.0,6.880000000000006,16.0,16.0,3.0,0.799,0.799,1.44,10.0,494.0,0.38352,0.0
In1 Ni3 N1,-0.142051176,58.6934,3.04,2.1100000000000003,0.3720000000000002,10.55,4.0,10.32,124.0,1.26,11.6,1.92,61.0,1728.0,28.0,71.0,0.96,63.05,225.0,4.0,10.0,82.0,2.7200000000000006,117.0,0.8,14.0067,139.0,10.32,10.0,7.0,1008.0,0.0,5676.8,0.0,1135.36,2.0,201.6,6.8,86.0,585.0,58.0,3.0,28.079999999999995,15.0,34.0,6.437,3.0,68.0,340.0,18.4,13.0,8.0,5.0,6.437,6.437,1.92,10.0,1728.0,2.0598400000000003,10.0
In1 Sb1 S3,-0.521598793,32.065,2.58,2.314,0.3192,11.57,3.0,25.786875,105.0,0.8,15.2,0.96,88.0,388.36,16.0,105.0,0.96,388.36,70.0,16.0,6.0,88.0,4.800000000000001,119.2,3.2,32.065,70.0,24.26,16.0,16.0,515.0,2.0,2498.61,4.0,499.722,2.0,103.0,4.0,96.0,596.0,76.0,4.0,39.6,16.0,20.0,6.606,3.0,84.8,424.0,17.04,15.0,14.0,3.0,2.202,2.202,0.9600000000000002,10.0,903.78,1.05696,10.0
In1 Si1 Te3,-0.306195786,127.6,2.1,1.996,0.1248,9.98,5.0,34.7633333333,138.0,0.32,15.0,1.2000000000000002,90.0,722.66,52.0,111.0,1.2000000000000002,429.75,152.0,15.0,16.0,90.0,3.2,133.4,3.0,28.0855,139.0,20.44,16.0,14.0,822.0,2.0,4284.73,4.0,856.9459999999999,2.0,164.4,8.0,88.0,667.0,75.0,4.0,25.040000000000006,16.0,40.0,2.165,3.0,84.6,423.0,8.959999999999997,16.0,15.0,3.0,0.773,0.773,1.2000000000000002,10.0,1687.0,0.1732,10.0
In1 Sn1 Cl3,-1.302336093,35.453,3.16,2.644,0.6192000000000001,13.22,3.0,24.4975,102.0,1.38,15.6,1.6800000000000002,94.0,171.6,17.0,102.0,1.6800000000000002,171.6,64.0,18.0,7.0,94.0,4.800000000000001,117.4,3.6,35.453,64.0,24.26,17.0,17.0,472.0,1.0,1449.63,5.0,289.926,1.0,94.4,4.0,77.0,587.0,78.0,5.0,36.48,17.0,20.0,7.478999999999999,4.0,87.4,437.0,18.480000000000004,14.0,12.0,4.0,2.493,2.493,1.6800000000000002,10.0,505.08,1.19664,10.0
K3 Au1 O1,-0.879719693,39.0983,3.44,1.6880000000000002,1.0416,8.44,4.0,73.1066666667,203.0,2.62,6.0,0.6400000000000001,3.0,336.53,19.0,66.0,1.2800000000000002,54.8,229.0,4.0,1.0,87.0,3.2,162.2,0.8,15.9994,12.0,9.105,1.0,8.0,924.0,0.0,2401.7200000000003,0.0,480.344,1.0,184.8,2.0,217.0,811.0,30.0,4.0,69.11999999999999,16.0,10.0,0.0,4.0,32.400000000000006,162.0,48.96000000000001,25.0,2.0,15.0,0.0,0.0,6.0,10.0,1337.33,0.0,10.0
K3 Br1 O1,-1.564212306,39.0983,3.44,1.7719999999999998,1.1424,8.86,4.0,73.1066666667,203.0,2.62,7.2,0.72,3.0,336.53,19.0,66.0,2.16,54.8,229.0,9.0,1.0,95.0,3.2,159.0,1.8,15.9994,12.0,9.105,1.0,8.0,763.0,0.0,1330.1899999999998,0.0,266.03799999999995,1.0,152.60000000000002,2.0,217.0,795.0,36.0,5.0,91.68,17.0,10.0,1.457,5.0,38.2,191.0,52.8,17.0,3.0,16.0,1.457,1.457,7.439999999999999,10.0,336.53,0.46624,10.0
K3 I1 O1,-1.4458463,39.0983,3.44,1.7120000000000002,1.0704,8.56,4.0,73.1066666667,203.0,2.62,7.2,0.72,3.0,336.53,19.0,66.0,2.16,54.8,229.0,9.0,1.0,96.0,3.2,162.79999999999998,1.8,15.9994,12.0,9.105,1.0,8.0,763.0,0.0,1451.24,0.0,290.248,1.0,152.60000000000002,2.0,217.0,814.0,36.0,5.0,91.68,17.0,10.0,1.062,5.0,38.400000000000006,192.0,48.24000000000001,17.0,3.0,16.0,1.062,1.062,7.439999999999999,10.0,386.85,0.3398400000000001,10.0
K1 Ag1 Br3,-1.1788726,79.904,2.96,2.326,0.7608,11.63,4.0,29.48,120.0,2.14,12.6,0.48,95.0,265.8,35.0,120.0,2.4000000000000004,265.8,64.0,15.0,17.0,95.0,3.2,141.6,3.0,39.0983,64.0,16.33,17.0,19.0,646.0,1.0,2368.86,5.0,473.7720000000001,1.0,129.20000000000002,8.0,165.0,708.0,63.0,5.0,78.24000000000001,17.0,40.0,4.371,5.0,70.6,353.0,25.92,17.0,3.0,16.0,1.457,1.457,5.279999999999999,10.0,1234.93,0.69936,10.0
K1 Ag1 Cl3,-1.188738291,35.453,3.16,2.446,0.8568000000000002,12.23,3.0,24.4975,102.0,2.3400000000000003,12.6,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,3.2,130.79999999999998,3.0,35.453,64.0,16.33,17.0,17.0,646.0,1.0,2086.26,5.0,417.252,1.0,129.20000000000002,2.0,165.0,654.0,63.0,5.0,78.24000000000001,17.0,10.0,7.478999999999999,5.0,70.0,350.0,34.56,11.0,3.0,16.0,2.493,2.493,5.279999999999999,10.0,1234.93,1.19664,10.0
K1 Ag1 F3,-2.115058583,18.9984032,3.98,2.938,1.2504,14.69,2.0,9.7075,57.0,3.16,12.6,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,3.2,103.79999999999998,3.0,18.9984032,15.0,9.7075,17.0,9.0,499.0,1.0,1731.96,5.0,346.39200000000005,1.0,99.8,2.0,214.0,519.0,63.0,5.0,101.76,17.0,10.0,5.91,5.0,69.39999999999999,347.0,56.16,11.0,3.0,16.0,1.97,1.97,5.279999999999999,10.0,1234.93,0.9456,10.0
K1 As1 O3,-1.938935411,15.9994,3.44,2.664,0.9312,13.32,2.0,9.105,66.0,2.62,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,104.0,3.0,15.9994,12.0,9.105,16.0,8.0,431.0,2.0,1590.9299999999998,4.0,318.186,2.0,86.2,2.0,217.0,520.0,64.0,4.0,89.04,16.0,10.0,0.0,4.0,69.6,348.0,45.6,15.0,9.0,15.0,0.0,0.0,4.72,10.0,1090.0,0.0,10.0
K1 Au1 I3,-0.886814323,126.90447,2.66,2.268,0.5791999999999999,11.34,5.0,43.015,139.0,1.8400000000000003,12.6,0.48,96.0,386.85,53.0,136.0,2.4000000000000004,336.53,64.0,15.0,17.0,96.0,3.2,151.2,3.0,39.0983,64.0,16.7,17.0,19.0,646.0,1.0,2834.41,5.0,566.8820000000001,1.0,129.20000000000002,8.0,165.0,756.0,63.0,5.0,78.24000000000001,17.0,40.0,3.186,5.0,71.39999999999999,357.0,20.71999999999999,25.0,3.0,16.0,1.062,1.062,5.279999999999999,10.0,1337.33,0.50976,10.0
K1 Be1 F3,-3.406749262,18.9984032,3.98,2.866,1.3368,14.33,2.0,9.7075,57.0,3.16,10.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,0.0,94.0,3.0,9.012182,15.0,7.89,17.0,4.0,468.0,1.0,2057.03,5.0,411.406,1.0,93.6,0.0,214.0,470.0,54.0,5.0,94.32,17.0,0.0,5.91,5.0,69.8,349.0,44.4,7.0,3.0,16.0,1.97,1.97,7.44,0.0,1560.0,0.9456,0.0
K1 Bi1 O3,-1.572585076,15.9994,3.44,2.632,0.9696,13.16,2.0,9.105,66.0,2.62,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,109.8,3.0,15.9994,12.0,9.105,16.0,8.0,277.0,2.0,1045.33,4.0,209.066,2.0,55.400000000000006,2.0,217.0,549.0,64.0,4.0,69.44,16.0,10.0,0.0,4.0,70.0,350.0,52.56,29.0,9.0,15.0,0.0,0.0,4.72,10.0,544.4,0.0,10.0
K1 Br1 O3,-1.044634649,15.9994,3.44,2.8200000000000003,0.7999999999999998,14.1,2.0,9.105,66.0,2.62,13.2,0.72,87.0,54.8,8.0,66.0,1.36,54.8,12.0,17.0,6.0,95.0,3.2,104.2,3.4,15.9994,12.0,9.105,16.0,8.0,329.0,2.0,766.7299999999999,4.0,153.346,2.0,65.80000000000001,2.0,217.0,521.0,66.0,5.0,65.28,17.0,10.0,1.457,5.0,71.8,359.0,45.84,17.0,7.0,16.0,1.457,1.457,4.880000000000001,10.0,336.53,0.46624,10.0
K1 C1 O3,-1.810952079,15.9994,3.44,2.738,0.8424,13.69,2.0,9.105,66.0,2.62,12.6,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,0.0,95.4,2.8,12.0107,12.0,5.64,16.0,6.0,459.0,2.0,4323.929999999999,4.0,864.7860000000001,2.0,91.8,0.0,217.0,477.0,63.0,4.0,95.76,16.0,0.0,4.496,4.0,68.19999999999999,341.0,43.040000000000006,6.0,10.0,15.0,4.496,4.496,4.640000000000001,0.0,3823.0,1.43872,0.0
K1 Ca1 Br3,-2.269419568,79.904,2.96,2.14,0.984,10.7,4.0,29.48,120.0,2.14,10.8,0.48,95.0,265.8,35.0,120.0,2.4000000000000004,265.8,64.0,15.0,17.0,95.0,4.800000000000001,147.8,3.0,39.0983,64.0,29.48,17.0,19.0,646.0,1.0,2248.9300000000003,5.0,449.786,1.0,129.20000000000002,6.0,165.0,739.0,54.0,5.0,78.24000000000001,17.0,30.0,4.371,5.0,59.0,295.0,33.36,17.0,3.0,16.0,1.457,1.457,7.44,10.0,1115.0,0.69936,10.0
K1 Ca1 Cl3,-2.487546824,35.453,3.16,2.26,1.08,11.3,3.0,24.4975,102.0,2.3400000000000003,10.8,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,0.0,137.0,3.0,35.453,64.0,24.4975,17.0,17.0,646.0,1.0,1966.33,5.0,393.266,1.0,129.20000000000002,0.0,165.0,685.0,54.0,5.0,78.24000000000001,17.0,0.0,7.478999999999999,5.0,58.4,292.0,42.0,7.0,3.0,16.0,2.493,2.493,7.44,0.0,1115.0,1.19664,0.0
K1 Ca1 F3,-3.720726279,18.9984032,3.98,2.752,1.4736000000000002,13.76,2.0,9.7075,57.0,3.16,10.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,0.0,110.0,3.0,18.9984032,15.0,9.7075,17.0,9.0,499.0,1.0,1612.03,5.0,322.406,1.0,99.8,0.0,214.0,550.0,54.0,5.0,101.76,17.0,0.0,5.91,5.0,57.8,289.0,63.6,7.0,3.0,16.0,1.97,1.97,7.44,0.0,1115.0,0.9456,0.0
K1 Cd1 Cl3,-1.669085436,35.453,3.16,2.398,0.9144000000000002,11.99,3.0,24.4975,102.0,2.3400000000000003,12.8,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,3.2,130.6,3.0,35.453,64.0,19.495,17.0,17.0,615.0,1.0,1445.55,5.0,289.11,1.0,123.0,2.0,165.0,653.0,64.0,5.0,70.80000000000001,17.0,10.0,7.478999999999999,5.0,71.0,355.0,34.32,12.0,3.0,16.0,2.493,2.493,5.04,10.0,594.22,1.19664,10.0
K1 Cd1 F3,-2.702419742,18.9984032,3.98,2.89,1.308,14.45,2.0,9.7075,57.0,3.16,12.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,3.2,103.6,3.0,18.9984032,15.0,9.7075,17.0,9.0,468.0,1.0,1091.25,5.0,218.25,1.0,93.6,2.0,214.0,518.0,64.0,5.0,94.32,17.0,10.0,5.91,5.0,70.39999999999999,352.0,55.92,12.0,3.0,16.0,1.97,1.97,5.04,10.0,594.22,0.9456,10.0
K1 Cr1 F3,-2.929596615,18.9984032,3.98,2.884,1.3152,14.42,2.0,9.7075,57.0,3.16,11.6,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,1.6,102.6,3.0,18.9984032,15.0,9.7075,17.0,9.0,503.0,1.0,2677.03,5.0,535.406,1.0,100.6,1.0,214.0,513.0,58.0,5.0,102.72,17.0,5.0,5.91,5.0,66.2,331.0,54.72,7.0,3.0,16.0,1.97,1.97,6.48,5.0,2180.0,0.9456,5.0
K1 Cu1 Cl3,-1.291118587,35.453,3.16,2.44,0.8640000000000001,12.2,3.0,24.4975,102.0,2.3400000000000003,12.6,0.48,94.0,171.6,17.0,102.0,2.4000000000000004,171.6,64.0,15.0,7.0,94.0,3.2,128.2,3.0,35.453,64.0,11.07,17.0,17.0,646.0,1.0,2209.1,5.0,441.82,1.0,129.20000000000002,2.0,165.0,641.0,63.0,5.0,78.24000000000001,17.0,10.0,7.478999999999999,5.0,69.8,349.0,31.44,11.0,3.0,16.0,2.493,2.493,5.279999999999999,10.0,1357.77,1.19664,10.0
K1 Cu1 F3,-2.357873141,18.9984032,3.98,2.932,1.2576,14.66,2.0,9.7075,57.0,3.16,12.6,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,3.2,101.2,3.0,18.9984032,15.0,9.7075,17.0,9.0,499.0,1.0,1854.8,5.0,370.96,1.0,99.8,2.0,214.0,506.0,63.0,5.0,101.76,17.0,10.0,5.91,5.0,69.2,346.0,53.04,11.0,3.0,16.0,1.97,1.97,5.279999999999999,10.0,1357.77,0.9456,10.0
K1 Ge1 Br3,-1.387192021,79.904,2.96,2.342,0.7416,11.71,4.0,29.48,120.0,2.14,13.2,1.04,95.0,265.8,35.0,120.0,1.92,265.8,64.0,17.0,17.0,95.0,3.2,136.6,3.4,39.0983,64.0,23.005,17.0,19.0,646.0,1.0,2345.33,5.0,469.066,1.0,129.20000000000002,8.0,165.0,683.0,66.0,5.0,78.24000000000001,17.0,40.0,4.754,5.0,73.4,367.0,26.559999999999995,17.0,7.0,16.0,1.457,1.457,4.880000000000001,10.0,1211.4,0.60744,10.0
K1 Ge1 Cl3,-1.655680521,35.453,3.16,2.462,0.8376000000000002,12.31,3.0,24.4975,102.0,2.3400000000000003,13.2,1.04,94.0,171.6,17.0,102.0,1.92,171.6,64.0,17.0,7.0,94.0,3.2,125.79999999999998,3.4,35.453,64.0,23.005,17.0,17.0,646.0,1.0,2062.73,5.0,412.546,1.0,129.20000000000002,2.0,165.0,629.0,66.0,5.0,78.24000000000001,17.0,10.0,7.861999999999999,5.0,72.8,364.0,30.87999999999999,14.0,7.0,16.0,2.493,2.493,4.880000000000001,10.0,1211.4,1.10472,10.0
K1 Hg1 F3,-2.199979577,18.9984032,3.98,2.952,1.2336,14.76,2.0,9.7075,57.0,3.16,12.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,3.2,101.2,3.0,18.9984032,15.0,9.7075,17.0,9.0,440.0,1.0,731.3499999999999,5.0,146.27,1.0,88.0,2.0,214.0,506.0,64.0,5.0,87.6,17.0,10.0,5.91,5.0,70.6,353.0,53.04,26.0,3.0,16.0,1.97,1.97,5.04,10.0,336.53,0.9456,10.0
K1 I1 O3,-1.366622997,15.9994,3.44,2.76,0.816,13.8,2.0,9.105,66.0,2.62,13.2,0.72,87.0,54.8,8.0,66.0,1.36,54.8,12.0,17.0,6.0,96.0,3.2,108.0,3.4,15.9994,12.0,9.105,16.0,8.0,329.0,2.0,887.78,4.0,177.55599999999998,2.0,65.80000000000001,2.0,217.0,540.0,66.0,5.0,65.28,17.0,10.0,1.062,5.0,72.0,360.0,50.4,17.0,7.0,16.0,1.062,1.062,4.880000000000001,10.0,386.85,0.33984,10.0
K1 In1 Br3,-1.519488171,79.904,2.96,2.2960000000000003,0.7968,11.48,4.0,29.48,120.0,2.14,13.0,1.36,95.0,265.8,35.0,120.0,2.16,265.8,64.0,16.0,17.0,95.0,3.2,141.0,3.2,39.0983,64.0,24.26,17.0,19.0,560.0,1.0,1563.68,5.0,312.736,1.0,112.0,8.0,165.0,705.0,65.0,5.0,57.6,17.0,40.0,4.371,5.0,72.6,363.0,25.2,17.0,8.0,16.0,1.457,1.457,4.800000000000001,10.0,429.75,0.69936,10.0
K1 Ir1 O3,-1.509878324,15.9994,3.44,2.668,0.9264,13.34,2.0,9.105,66.0,2.62,11.6,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.24,108.4,2.4,15.9994,12.0,9.105,16.0,8.0,490.0,2.0,3239.93,4.0,647.9860000000001,2.0,98.0,1.4,217.0,542.0,58.0,4.0,103.20000000000002,16.0,7.0,0.0,4.0,64.8,324.0,50.88,23.0,6.0,15.0,0.0,0.0,5.28,7.0,2739.0,0.0,7.0
K1 Mg1 F3,-3.537649096,18.9984032,3.98,2.814,1.3992,14.07,2.0,9.7075,57.0,3.16,10.8,0.48,93.0,53.5,9.0,57.0,2.4000000000000004,53.5,15.0,15.0,7.0,93.0,0.0,103.0,3.0,18.9984032,15.0,9.7075,17.0,9.0,468.0,1.0,1420.03,5.0,284.00600000000003,1.0,93.6,0.0,214.0,515.0,54.0,5.0,94.32,17.0,0.0,5.91,5.0,70.0,350.0,55.2,7.0,3.0,16.0,1.97,1.97,7.44,0.0,923.0,0.9456,0.0
K1 Mg1 H3,-0.345656127,1.00794,2.2,1.746,0.5448000000000002,8.73,1.0,6.615,31.0,1.3800000000000003,1.2000000000000002,0.0,92.0,14.01,1.0,31.0,0.0,14.01,194.0,0.0,1.0,92.0,0.0,87.4,0.0,1.00794,194.0,6.615,1.0,1.0,1005.0,0.0,1301.56,0.0,260.312,1.0,201.0,0.0,35.0,437.0,6.0,0.0,11.2,2.0,0.0,23.559,0.0,69.39999999999999,347.0,67.68,2.0,0.0,1.0,7.853,7.853,0.3200000000000001,0.0,923.0,3.76944,0.0
