composition,band_gap (eV),sum_MeltingT,mode_NpUnfilled,sum_NpValence,avg_Electronegativity,max_Electronegativity,mode_NUnfilled,max_NpValence,mode_NpValence,min_MeltingT,avg_NpValence,mode_Column,max_Column,mode_Electronegativity,avg_MeltingT,dev_NpValence,mode_GSvolume_pa,mode_NValence,min_GSvolume_pa,range_Column,sum_Column,mode_MendeleevNumber,max_MendeleevNumber,sum_Electronegativity,mode_MeltingT,range_SpaceGroupNumber,mode_Number,mode_AtomicWeight,dev_SpaceGroupNumber,dev_Column,sum_MendeleevNumber,avg_Column,avg_MendeleevNumber,range_MendeleevNumber,dev_NdValence,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled
Cs1 I1 O3,3.0912,852.84,2.0,17.0,2.754,3.44,2.0,5.0,4.0,54.8,3.4,16.0,17.0,3.44,170.56799999999998,1.36,9.105,6.0,9.105,16.0,66.0,87.0,96.0,13.77,54.8,217.0,8.0,15.9994,65.28,4.880000000000001,362.0,13.2,72.4,91.0,3.2,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
Cs1 In1 Br3,1.3782,1528.74,1.0,16.0,2.29,2.96,1.0,5.0,5.0,265.8,3.2,17.0,17.0,2.96,305.748,2.16,29.48,17.0,24.26,16.0,65.0,95.0,95.0,11.45,265.8,165.0,35.0,79.904,57.6,4.800000000000001,365.0,13.0,73.0,90.0,3.2,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
Cs1 In1 F3,3.0609,891.8399999999999,1.0,16.0,2.902,3.98,1.0,5.0,5.0,53.5,3.2,17.0,17.0,3.98,178.368,2.16,9.7075,7.0,9.7075,16.0,65.0,93.0,93.0,14.51,53.5,214.0,9.0,18.9984032,81.12,4.800000000000001,359.0,13.0,71.8,88.0,3.2,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
Cs1 Mg1 Br3,4.0445,2021.99,1.0,15.0,2.196,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,404.398,2.4000000000000004,29.48,17.0,22.89,16.0,54.0,95.0,95.0,10.98,265.8,165.0,35.0,79.904,70.80000000000001,7.44,358.0,10.8,71.6,90.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Mg1 Cl3,5.1261,1739.39,1.0,15.0,2.316,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,347.878,2.4000000000000004,24.4975,7.0,22.89,16.0,54.0,94.0,94.0,11.58,171.6,165.0,17.0,35.453,70.80000000000001,7.44,355.0,10.8,71.0,89.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Mg1 H3,2.9535,1266.62,0.0,0.0,1.7400000000000002,2.2,1.0,0.0,0.0,14.01,0.0,1.0,2.0,2.2,253.324,0.0,6.615,1.0,6.615,1.0,6.0,92.0,92.0,8.700000000000001,14.01,35.0,1.0,1.00794,11.2,0.3200000000000001,349.0,1.2000000000000002,69.8,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cs1 Mg1 I3,3.152,2385.1400000000003,1.0,15.0,2.016,2.66,1.0,5.0,5.0,301.59,3.0,17.0,17.0,2.66,477.028,2.4000000000000004,43.015,17.0,22.89,16.0,54.0,96.0,96.0,10.08,386.85,165.0,53.0,126.90447,70.80000000000001,7.44,361.0,10.8,72.19999999999999,91.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Mn1 Br3,0.0,2617.99,1.0,15.0,2.244,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,523.598,2.4000000000000004,29.48,17.0,10.4875862069,16.0,59.0,95.0,95.0,11.22,265.8,165.0,35.0,79.904,76.32000000000001,6.24,342.0,11.8,68.4,90.0,3.6,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Mn1 Cl3,1.4829,2335.39,1.0,15.0,2.364,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,467.078,2.4000000000000004,24.4975,7.0,10.4875862069,16.0,59.0,94.0,94.0,11.82,171.6,165.0,17.0,35.453,76.32000000000001,6.24,339.0,11.8,67.8,89.0,1.6,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Mn1 F3,3.4556,1981.09,1.0,15.0,2.856,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,396.218,2.4000000000000004,9.7075,7.0,9.7075,16.0,59.0,93.0,93.0,14.28,53.5,214.0,9.0,18.9984032,99.84,6.24,336.0,11.8,67.2,88.0,1.6,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 N1 O3,3.2965,529.04,2.0,15.0,2.83,3.44,2.0,4.0,4.0,54.8,3.0,16.0,16.0,3.44,105.808,1.2000000000000002,9.105,6.0,9.105,15.0,64.0,87.0,87.0,14.15,54.8,217.0,8.0,15.9994,95.76,4.72,348.0,12.8,69.6,82.0,0.0,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Cs1 Na1 F3,0.0295,832.96,1.0,15.0,2.732,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,166.592,2.4000000000000004,9.7075,7.0,9.7075,16.0,53.0,93.0,93.0,13.66,53.5,214.0,9.0,18.9984032,102.72,7.68,286.0,10.6,57.2,91.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Nb1 O3,3.3517,3215.99,2.0,12.0,2.5420000000000003,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,643.198,1.92,9.105,6.0,9.105,15.0,54.0,87.0,87.0,12.71,54.8,217.0,8.0,15.9994,104.16,6.24,313.0,10.8,62.6,82.0,1.2800000000000002,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cs1 Ni1 Br3,0.0,2826.99,1.0,15.0,2.316,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,565.398,2.4000000000000004,29.48,17.0,10.32,16.0,62.0,95.0,95.0,11.579999999999998,265.8,165.0,35.0,79.904,78.24000000000001,5.5200000000000005,351.0,12.4,70.2,90.0,3.04,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Ni1 Cl3,0.8049,2544.39,1.0,15.0,2.436,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,508.878,2.4000000000000004,24.4975,7.0,10.32,16.0,62.0,94.0,94.0,12.18,171.6,165.0,17.0,35.453,78.24000000000001,5.5200000000000005,348.0,12.4,69.6,89.0,2.5600000000000005,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Ni1 F3,5.3618,2190.09,1.0,15.0,2.928,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,438.018,2.4000000000000004,9.7075,7.0,9.7075,16.0,62.0,93.0,93.0,14.64,53.5,214.0,9.0,18.9984032,101.76,5.5200000000000005,345.0,12.4,69.0,88.0,2.5600000000000005,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 P1 O3,5.4223,783.29,2.0,15.0,2.66,3.44,2.0,4.0,4.0,54.8,3.0,16.0,16.0,3.44,156.65800000000002,1.2000000000000002,9.105,6.0,9.105,15.0,64.0,87.0,87.0,13.3,54.8,227.0,8.0,15.9994,70.24000000000001,4.72,349.0,12.8,69.8,82.0,0.0,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Cs1 P1 S3,1.9062,1783.9699999999998,2.0,15.0,2.144,2.58,2.0,4.0,4.0,301.59,3.0,16.0,16.0,2.58,356.794,1.2000000000000002,25.786875,6.0,22.5702380952,15.0,64.0,88.0,88.0,10.72,388.36,227.0,16.0,32.065,56.32000000000001,4.72,352.0,12.8,70.4,83.0,0.0,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
Cs1 Pa1 O3,2.973,2310.99,2.0,12.0,2.522,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,462.198,1.92,9.105,6.0,9.105,15.0,52.0,87.0,87.0,12.61,54.8,217.0,8.0,15.9994,82.56,6.720000000000001,284.0,10.4,56.8,82.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cs1 Pb1 Br3,2.8808,1699.6,1.0,17.0,2.4000000000000004,2.96,1.0,5.0,5.0,265.8,3.4,17.0,17.0,2.96,339.92,1.92,29.48,17.0,28.11,16.0,66.0,95.0,95.0,12.0,265.8,165.0,35.0,79.904,78.24000000000001,4.880000000000001,371.0,13.2,74.2,90.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Pb1 Cl3,2.7365,1417.0,1.0,17.0,2.52,3.16,1.0,5.0,5.0,171.6,3.4,17.0,17.0,3.16,283.4,1.92,24.4975,7.0,24.4975,16.0,66.0,94.0,94.0,12.6,171.6,165.0,17.0,35.453,78.24000000000001,4.880000000000001,368.0,13.2,73.6,89.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Pb1 F3,3.3374,1062.7,1.0,17.0,3.012,3.98,1.0,5.0,5.0,53.5,3.4,17.0,17.0,3.98,212.54,1.92,9.7075,7.0,9.7075,16.0,66.0,93.0,93.0,15.06,53.5,214.0,9.0,18.9984032,101.76,4.880000000000001,365.0,13.2,73.0,88.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Pb1 I3,2.5181,2062.75,1.0,17.0,2.22,2.66,1.0,5.0,5.0,301.59,3.4,17.0,17.0,2.66,412.55,1.92,43.015,17.0,28.11,16.0,66.0,96.0,96.0,11.1,386.85,165.0,53.0,126.90447,78.24000000000001,4.880000000000001,374.0,13.2,74.8,91.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 S1 O3,5.1115,854.35,2.0,16.0,2.738,3.44,2.0,4.0,4.0,54.8,3.2,16.0,16.0,3.44,170.87,1.2799999999999998,9.105,6.0,9.105,15.0,65.0,87.0,88.0,13.69,54.8,217.0,8.0,15.9994,66.0,4.800000000000001,354.0,13.0,70.8,83.0,0.0,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Cs1 Sc1 I3,0.0,3276.1400000000003,1.0,15.0,2.026,2.66,1.0,5.0,5.0,301.59,3.0,17.0,17.0,2.66,655.2280000000001,2.4000000000000004,43.015,17.0,22.235,16.0,55.0,96.0,96.0,10.13,386.85,165.0,53.0,126.90447,70.80000000000001,7.199999999999999,304.0,11.0,60.8,91.0,4.5600000000000005,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Si1 Te3,1.2613,4156.57,2.0,14.0,1.798,2.1,2.0,4.0,4.0,301.59,2.8,16.0,16.0,2.1,831.314,1.44,34.7633333333,16.0,20.44,15.0,63.0,90.0,90.0,8.99,722.66,77.0,52.0,127.6,36.48,4.640000000000001,353.0,12.6,70.6,85.0,4.800000000000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Cs1 Sn1 Br3,0.9682,1604.0700000000002,1.0,17.0,2.326,2.96,1.0,5.0,5.0,265.8,3.4,17.0,17.0,2.96,320.814,1.92,29.48,17.0,29.48,16.0,66.0,95.0,95.0,11.63,265.8,165.0,35.0,79.904,58.08,4.880000000000001,370.0,13.2,74.0,90.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Sn1 Cl3,2.9154,1321.4699999999998,1.0,17.0,2.446,3.16,1.0,5.0,5.0,171.6,3.4,17.0,17.0,3.16,264.294,1.92,24.4975,7.0,24.4975,16.0,66.0,94.0,94.0,12.23,171.6,165.0,17.0,35.453,58.08,4.880000000000001,367.0,13.2,73.4,89.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Sn1 F3,3.7852,967.17,1.0,17.0,2.938,3.98,1.0,5.0,5.0,53.5,3.4,17.0,17.0,3.98,193.434,1.92,9.7075,7.0,9.7075,16.0,66.0,93.0,93.0,14.69,53.5,214.0,9.0,18.9984032,81.6,4.880000000000001,364.0,13.2,72.8,88.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Sn1 I3,0.45,1967.2200000000005,1.0,17.0,2.146,2.66,1.0,5.0,5.0,301.59,3.4,17.0,17.0,2.66,393.444,1.92,43.015,17.0,33.285,16.0,66.0,96.0,96.0,10.73,386.85,165.0,53.0,126.90447,58.08,4.880000000000001,373.0,13.2,74.6,91.0,3.2,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Cs1 Sn1 S3,1.6557,1971.75,2.0,14.0,2.098,2.58,2.0,4.0,4.0,301.59,2.8,16.0,16.0,2.58,394.35,1.44,25.786875,6.0,25.786875,15.0,63.0,88.0,88.0,10.49,388.36,159.0,16.0,32.065,55.2,4.640000000000001,349.0,12.6,69.8,83.0,3.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Cs1 Sr1 Br3,4.5563,2148.99,1.0,15.0,2.124,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,429.798,2.4000000000000004,29.48,17.0,29.48,16.0,54.0,95.0,95.0,10.62,265.8,165.0,35.0,79.904,78.24000000000001,7.44,298.0,10.8,59.6,90.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Sr1 Cl3,5.3123,1866.39,1.0,15.0,2.244,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,373.278,2.4000000000000004,24.4975,7.0,24.4975,16.0,54.0,94.0,94.0,11.22,171.6,165.0,17.0,35.453,78.24000000000001,7.44,295.0,10.8,59.0,89.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Sr1 I3,3.959,2512.1400000000003,1.0,15.0,1.944,2.66,1.0,5.0,5.0,301.59,3.0,17.0,17.0,2.66,502.428,2.4000000000000004,43.015,17.0,43.015,16.0,54.0,96.0,96.0,9.72,386.85,165.0,53.0,126.90447,78.24000000000001,7.44,301.0,10.8,60.2,91.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Ta1 S3,0.5151,4756.67,2.0,12.0,2.006,2.58,2.0,4.0,4.0,301.59,2.4,16.0,16.0,2.58,951.334,1.92,25.786875,6.0,18.12,15.0,54.0,88.0,88.0,10.03,388.36,159.0,16.0,32.065,76.32,6.24,317.0,10.8,63.4,83.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cs1 Ta1 Se3,0.0868,5073.59,2.0,12.0,1.988,2.55,2.0,4.0,4.0,301.59,2.4,16.0,16.0,2.55,1014.718,1.92,25.92,16.0,18.12,15.0,54.0,89.0,89.0,9.94,494.0,215.0,34.0,78.96,103.20000000000002,6.24,320.0,10.8,64.0,84.0,4.08,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cs1 Ta1 Te3,0.0,5759.57,2.0,12.0,1.718,2.1,2.0,4.0,4.0,301.59,2.4,16.0,16.0,2.1,1151.914,1.92,34.7633333333,16.0,18.12,15.0,54.0,90.0,90.0,8.59,722.66,77.0,52.0,127.6,36.96000000000001,6.24,323.0,10.8,64.6,85.0,4.08,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cs1 Te1 Se3,0.9842,2506.25,2.0,16.0,2.108,2.55,2.0,4.0,4.0,301.59,3.2,16.0,16.0,2.55,501.25,1.2799999999999998,25.92,16.0,25.92,15.0,65.0,89.0,90.0,10.54,494.0,215.0,34.0,78.96,84.72,4.800000000000001,362.0,13.0,72.4,85.0,3.2,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999,0.6399999999999999
Cs1 Ti1 Br3,0.0,3039.99,1.0,15.0,2.242,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,607.998,2.4000000000000004,29.48,17.0,16.69,16.0,56.0,95.0,95.0,11.21,265.8,165.0,35.0,79.904,70.80000000000001,6.960000000000001,333.0,11.2,66.6,90.0,4.32,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Ti1 Cl3,0.0,2757.3900000000003,1.0,15.0,2.362,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,551.4780000000001,2.4000000000000004,24.4975,7.0,16.69,16.0,56.0,94.0,94.0,11.81,171.6,165.0,17.0,35.453,70.80000000000001,6.960000000000001,330.0,11.2,66.0,89.0,0.6400000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 Tl1 F3,2.1858,1039.09,1.0,16.0,2.87,3.98,1.0,5.0,5.0,53.5,3.2,17.0,17.0,3.98,207.818,2.16,9.7075,7.0,9.7075,16.0,65.0,93.0,93.0,14.35,53.5,214.0,9.0,18.9984032,94.32,4.800000000000001,360.0,13.0,72.0,88.0,3.2,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
Cs1 V1 Br3,0.6528,3281.99,1.0,15.0,2.26,2.96,1.0,5.0,5.0,265.8,3.0,17.0,17.0,2.96,656.398,2.4000000000000004,29.48,17.0,13.01,16.0,57.0,95.0,95.0,11.3,265.8,165.0,35.0,79.904,79.2,6.720000000000001,336.0,11.4,67.2,90.0,4.08,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 V1 Cl3,0.4835,2999.3900000000003,1.0,15.0,2.38,3.16,1.0,5.0,5.0,171.6,3.0,17.0,17.0,3.16,599.878,2.4000000000000004,24.4975,7.0,13.01,16.0,57.0,94.0,94.0,11.9,171.6,165.0,17.0,35.453,79.2,6.720000000000001,333.0,11.4,66.6,89.0,0.96,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 V1 I3,0.5973,3645.14,1.0,15.0,2.08,2.66,1.0,5.0,5.0,301.59,3.0,17.0,17.0,2.66,729.028,2.4000000000000004,43.015,17.0,13.01,16.0,57.0,96.0,96.0,10.4,386.85,165.0,53.0,126.90447,79.2,6.720000000000001,339.0,11.4,67.8,91.0,4.08,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cs1 V1 O3,3.1105,2648.99,2.0,12.0,2.548,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,529.798,1.92,9.105,6.0,9.105,15.0,54.0,87.0,87.0,12.74,54.8,217.0,8.0,15.9994,104.16,6.24,312.0,10.8,62.4,82.0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
Cu1 Ag1 F3,0.0,2753.2,1.0,15.0,3.154,3.98,1.0,5.0,5.0,53.5,3.0,17.0,17.0,3.98,550.6400000000001,2.4000000000000004,9.7075,7.0,9.7075,6.0,73.0,93.0,93.0,15.77,53.5,210.0,9.0,18.9984032,100.8,2.88,408.0,14.6,81.6,29.0,4.800000000000001,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
Cu1 Ni3 N1,0.0,6604.820000000001,0.0,3.0,2.134,3.04,2.0,3.0,0.0,63.05,0.6000000000000001,10.0,15.0,1.91,1320.964,0.96,10.32,10.0,10.32,5.0,56.0,61.0,82.0,10.669999999999998,1728.0,31.0,28.0,58.6934,9.919999999999996,1.5199999999999996,329.0,11.2,65.80000000000001,21.0,2.7200000000000006,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
